City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Panguipulli,CL,2021-07-28 17:58:31,-39.6333,-72.3333,46.11,52,5,2.17
271,Shush,IR,2021-07-28 17:58:31,32.1942,48.2436,105.22,8,0,26.98
272,Tessalit,ML,2021-07-28 17:58:32,20.1986,1.0114,103.44,16,65,9.4
273,Mednogorskiy,RU,2021-07-28 17:58:32,43.9178,41.1825,57.06,94,47,2.84
274,Morros,BR,2021-07-28 17:58:33,-9.4467,-46.3003,96.71,17,0,2.93
275,Great Yarmouth,GB,2021-07-28 17:58:33,52.6083,1.7305,65.55,71,60,21.81
276,Koslan,RU,2021-07-28 17:58:33,63.4564,48.8989,49.91,97,100,3.13
277,Santhia,IT,2021-07-28 17:58:34,45.3663,8.1726,81.01,78,37,2.53
278,Panaba,MX,2021-07-28 17:58:34,21.2833,-88.2667,93.81,44,30,7.81
279,Matay,EG,2021-07-28 17:58:35,28.419,30.7792,93.67,17,4,8.84
280,Neuquen,AR,2021-07-28 17:58:35,-38.9516,-68.0591,51.69,35,0,6.91
281,Sur,OM,2021-07-28 17:58:35,22.5667,59.5289,98.6,38,99,19.42
282,Santo Andre,BR,2021-07-28 17:58:36,-23.6639,-46.5383,51.37,86,90,11.5
283,Nanga Eboko,CM,2021-07-28 17:58:36,4.6833,12.3667,72.91,77,100,2.95
284,Bati,ET,2021-07-28 17:58:36,11.1833,40.0167,76.35,51,97,3.76
285,Tacoronte,ES,2021-07-28 17:58:37,28.4769,-16.4102,72.54,82,75,18.01
286,Roberval,CA,2021-07-28 17:58:37,48.5168,-72.2324,66.83,42,75,5.75
287,Newtownards,GB,2021-07-28 17:58:01,54.5924,-5.6909,61.54,85,40,1.99
288,Bandarbeyla,SO,2021-07-28 17:58:38,9.4942,50.8122,79.36,70,83,27.18
289,Rebrikha,RU,2021-07-28 17:58:38,53.0733,82.3408,55.04,60,49,3.69
290,Thinadhoo,MV,2021-07-28 17:58:38,0.5333,72.9333,80.64,76,100,0.65
291,Kuito,AO,2021-07-28 17:58:39,-12.3833,16.9333,58.6,24,63,2.86
292,Vila Do Maio,CV,2021-07-28 17:58:39,15.1333,-23.2167,81.39,73,84,9.89
293,Henties Bay,NA,2021-07-28 17:58:39,-22.116,14.2845,58.86,81,0,14.63
294,Marzuq,YE,2021-07-28 17:58:40,14.4,46.4667,78.04,70,99,8.93
295,Ust-Tsilma,RU,2021-07-28 17:58:40,65.441,52.1498,44.31,97,100,2.71
296,Belmonte,BR,2021-07-28 17:58:41,-15.8631,-38.8828,82.4,69,1,11.34
297,Lokachi,UA,2021-07-28 17:58:41,50.737,24.6494,69.62,85,42,8.23
298,Mastaga,AZ,2021-07-28 17:58:41,40.5328,50.0039,73.11,73,75,27.63
299,Ushtobe,KZ,2021-07-28 17:58:42,45.2514,77.9838,67.3,26,0,10.2
300,Kalmunai,LK,2021-07-28 17:58:42,7.4167,81.8167,82.06,70,87,4.14
301,Artyom,AZ,2021-07-28 17:58:42,40.4723,50.333,73.54,75,19,31.72
302,Quatre Cocos,MU,2021-07-28 17:58:43,-20.2078,57.7625,69.91,86,100,25.21
303,Kosh-Agach,RU,2021-07-28 17:58:43,50.0,88.6667,46.98,80,7,2.37
304,Acari,PE,2021-07-28 17:58:44,-15.4311,-74.6158,72.9,57,49,9.53
305,Rawah,IQ,2021-07-28 17:58:44,34.4816,41.9093,94.87,18,0,11.92
306,Saint-Francois,FR,2021-07-28 17:58:44,46.4154,3.9054,74.48,60,0,4.61
307,Kroonstad,ZA,2021-07-28 17:58:45,-27.6504,27.2349,49.14,33,0,4.03
308,Sechura,PE,2021-07-28 17:58:45,-5.5569,-80.8222,78.76,56,73,12.39
309,Kribi,CM,2021-07-28 17:58:45,2.95,9.9167,76.68,84,70,8.25
310,Frutal,BR,2021-07-28 17:58:46,-20.0247,-48.9406,72.43,32,12,14.65
311,Guayaramerin,BO,2021-07-28 17:58:46,-10.8368,-65.3614,77.05,47,5,11.5
312,Ayagoz,KZ,2021-07-28 17:58:46,47.9714,80.4392,58.82,41,40,10.71
313,Marica,BR,2021-07-28 17:58:47,-22.9194,-42.8186,66.15,87,100,11.14
314,Lagoa,PT,2021-07-28 17:58:47,39.05,-27.9833,72.32,81,80,8.3
315,Muttupet,IN,2021-07-28 17:58:48,10.4,79.4833,85.06,72,90,9.06
316,Mehamn,NO,2021-07-28 17:58:48,71.0357,27.8492,46.31,87,100,7.38
317,Pisco,PE,2021-07-28 17:58:48,-13.7,-76.2167,66.02,77,0,9.22
318,Amapa,BR,2021-07-28 17:58:49,1.0,-52.0,80.26,75,36,3.36
319,San Juan De Los Morros,VE,2021-07-28 17:58:32,9.9115,-67.3538,86.02,69,14,4.12
320,Manavalakurichi,IN,2021-07-28 17:58:49,8.1333,77.3,77.09,83,96,15.5
321,Santo Antonio De Padua,BR,2021-07-28 17:58:50,-21.5394,-42.1803,86.7,27,4,3.65
322,Atocha,BO,2021-07-28 17:58:50,-20.9333,-66.2333,46.44,24,0,31.56
323,Raudeberg,NO,2021-07-28 17:58:50,61.9875,5.1352,65.98,96,100,3.83
324,Bennettsville,US,2021-07-28 17:58:51,34.6174,-79.6848,94.03,65,40,1.01
325,Tignere,CM,2021-07-28 17:58:51,7.3667,12.65,63.57,95,91,2.95
326,Shubarshi,KZ,2021-07-28 17:58:51,48.5872,57.1869,75.24,37,87,15.28
327,Jamtara,IN,2021-07-28 17:58:52,23.95,86.8,81.09,85,94,6.76
328,Shipunovo,RU,2021-07-28 17:58:52,52.1582,82.2173,54.68,67,35,1.54
329,Mahibadhoo,MV,2021-07-28 17:58:53,3.7833,72.9667,81.64,75,100,7.16
330,Waw,SS,2021-07-28 17:58:53,7.7029,27.9953,72.57,81,64,4.85
331,Floro,NO,2021-07-28 17:58:53,61.5996,5.0328,67.23,94,75,3.44
332,San Rafael,AR,2021-07-28 17:58:54,-34.6177,-68.3301,51.42,24,0,6.35
333,Kralendijk,BQ,2021-07-28 17:58:54,12.15,-68.2667,81.12,76,6,14.94
334,Cabinda,AO,2021-07-28 17:58:54,-5.55,12.2,77.14,78,20,9.22
335,Filotion,GR,2021-07-28 17:58:55,37.05,25.5,79.03,62,0,4.0
336,Agropoli,IT,2021-07-28 17:58:55,40.3469,14.9966,92.52,58,0,1.39
337,Mwanza,TZ,2021-07-28 17:58:56,-2.5167,32.9,77.05,53,75,0.0
338,Saquena,PE,2021-07-28 17:58:56,-4.6667,-73.5167,94.77,42,22,1.45
339,Hamilton,US,2021-07-28 17:55:22,39.1834,-84.5333,90.95,60,3,1.99
340,Chimbote,PE,2021-07-28 17:54:56,-9.0853,-78.5783,70.38,72,94,11.48
341,Warri,NG,2021-07-28 17:58:57,5.5167,5.75,78.28,71,67,8.16
342,Hyvinkaa,FI,2021-07-28 17:58:57,60.6333,24.8667,69.03,82,59,6.69
343,Rutland,US,2021-07-28 17:58:57,43.6167,-73.0162,75.29,40,10,8.81
344,Suhl,DE,2021-07-28 17:58:58,50.6,10.7,68.52,89,53,8.19
345,Soure,BR,2021-07-28 17:58:58,-0.7167,-48.5233,84.88,66,6,8.37
346,Fatezh,RU,2021-07-28 17:58:59,52.0891,35.8632,69.78,85,74,5.97
347,Havoysund,NO,2021-07-28 17:58:59,70.9963,24.6622,49.08,80,100,6.89
348,Grand-Santi,GF,2021-07-28 17:58:59,4.25,-54.3833,85.26,62,37,3.02
349,Hukuntsi,BW,2021-07-28 17:59:00,-24.0,21.75,53.46,33,0,5.41
350,Slatina,RO,2021-07-28 17:57:49,44.4333,24.3667,91.71,65,24,6.89
351,Svetlogorsk,BY,2021-07-28 17:59:00,52.6333,29.7333,71.87,70,64,3.6
352,Vallentuna,SE,2021-07-28 17:59:01,59.5344,18.0776,71.19,85,90,2.3
353,Albanel,CA,2021-07-28 17:59:01,48.8832,-72.4487,66.34,52,24,4.61
354,Tori Fatehpur,IN,2021-07-28 17:59:01,25.45,79.1333,78.51,89,100,10.2
355,Manturovo,RU,2021-07-28 17:59:02,58.3353,44.7619,60.53,61,5,5.26
356,Manyana,BW,2021-07-28 17:59:02,-23.4,21.7167,53.26,39,0,4.03
357,Kathmandu,NP,2021-07-28 17:59:03,27.7167,85.3167,70.02,100,75,4.61
358,Beysehir,TR,2021-07-28 17:59:03,37.6773,31.7246,72.57,31,0,12.15
359,Faya,SA,2021-07-28 17:59:03,18.3851,42.4509,66.31,72,58,4.56
360,Divnomorskoye,RU,2021-07-28 17:59:04,44.5011,38.1353,74.23,58,0,6.51
361,Paragominas,BR,2021-07-28 17:59:04,-2.9667,-47.4833,88.38,49,22,3.69
362,Bonthe,SL,2021-07-28 17:59:05,7.5264,-12.505,78.17,74,99,11.16
363,Dwarka,IN,2021-07-28 17:59:05,22.2394,68.9678,82.38,83,100,29.82
364,Monteagudo,BO,2021-07-28 17:59:05,-19.8167,-63.9833,58.78,31,62,7.36
365,Mitsamiouli,KM,2021-07-28 17:59:06,-11.3847,43.2844,76.84,68,40,6.15
366,Logrono,ES,2021-07-28 17:59:06,42.4667,-2.45,80.1,46,0,6.91
367,Geraldton,AU,2021-07-28 17:58:02,-28.7667,114.6,65.12,72,75,18.41
368,Bougouni,ML,2021-07-28 17:59:07,11.417,-7.479,77.79,82,100,6.08
369,Narsaq,GL,2021-07-28 17:59:07,60.9167,-46.05,51.82,68,98,6.78
370,Hadejia,NG,2021-07-28 17:59:07,12.4498,10.0444,74.7,81,100,4.16
371,Thompson,CA,2021-07-28 17:59:08,55.7435,-97.8558,66.36,52,40,13.8
372,San Cristobal,VE,2021-07-28 17:59:08,7.7669,-72.225,80.78,48,17,8.79
373,Lerwick,GB,2021-07-28 17:59:08,60.1545,-1.1494,55.4,97,99,14.34
374,Gbarnga,LR,2021-07-28 17:59:09,6.9956,-9.4722,71.8,96,99,4.7
375,Qaqortoq,GL,2021-07-28 17:59:09,60.7167,-46.0333,48.81,76,87,7.49
376,Kouroussa,GN,2021-07-28 17:59:10,10.65,-9.8833,73.67,92,100,5.21
377,Kovdor,RU,2021-07-28 17:59:10,67.5662,30.4758,55.4,74,95,6.42
378,General Roca,AR,2021-07-28 17:59:10,-39.0333,-67.5833,52.2,28,0,12.5
379,Husavik,IS,2021-07-28 17:59:11,66.0449,-17.3389,48.11,98,100,10.69
380,Chapais,CA,2021-07-28 17:59:11,49.7834,-74.8492,64.18,34,22,9.01
381,Port-Gentil,GA,2021-07-28 17:58:40,-0.7193,8.7815,78.76,73,20,11.5
382,Lima,PE,2021-07-28 17:56:19,-12.0432,-77.0282,61.14,82,90,8.05
383,Abong Mbang,CM,2021-07-28 17:59:12,3.9833,13.1833,73.81,74,100,3.0
384,Hojslev,DK,2021-07-28 17:59:12,56.5857,9.1364,67.95,83,80,3.0
385,Sokoni,TZ,2021-07-28 17:59:13,-6.4333,39.55,76.86,79,0,19.71
386,Tricase,IT,2021-07-28 17:59:13,39.9304,18.3553,85.8,49,0,3.04
387,Greenfield,US,2021-07-28 17:59:13,42.9614,-88.0126,88.95,62,1,5.01
388,Verkh-Chebula,RU,2021-07-28 17:59:14,56.0308,87.6218,58.62,69,94,2.82
389,La Serena,CL,2021-07-28 17:59:14,-29.9078,-71.2542,54.91,76,20,10.36
390,Rio Grande,BR,2021-07-28 17:59:15,-32.035,-52.0986,45.95,79,96,24.65
391,Santa Maria,BR,2021-07-28 17:57:13,-29.6842,-53.8069,47.5,61,75,12.66
392,Marau,BR,2021-07-28 17:59:15,-28.4492,-52.2,44.85,52,64,14.09
393,Filadelfia,US,2021-07-28 17:59:15,39.9523,-75.1638,88.29,51,7,3.0
394,Macenta,GN,2021-07-28 17:59:16,8.5435,-9.471,70.18,98,100,2.35
395,Pasni,PK,2021-07-28 17:59:16,25.2631,63.471,81.82,89,99,8.28
396,Atasu,KZ,2021-07-28 17:59:17,48.6814,71.6433,67.44,32,86,11.59
397,Inhambane,MZ,2021-07-28 17:56:33,-23.865,35.3833,64.38,77,0,0.0
398,Puerto Asis,CO,2021-07-28 17:59:17,0.5133,-76.5007,84.76,75,65,3.31
399,Usinsk,RU,2021-07-28 17:59:18,65.9939,57.5281,45.5,92,100,8.46
400,Lujan,AR,2021-07-28 17:59:18,-34.5703,-59.105,51.71,62,82,16.93
401,Laguna,US,2021-07-28 17:59:18,38.421,-121.4238,102.63,41,75,3.44
402,Kuytun,RU,2021-07-28 17:59:19,54.3419,101.5036,58.78,91,86,11.65
403,San Antonio,US,2021-07-28 17:59:12,29.4241,-98.4936,95.9,54,19,5.55
404,Ramnagar,IN,2021-07-28 17:59:19,29.4,79.1167,77.95,93,100,1.57
405,Shache,CN,2021-07-28 17:59:20,38.4167,77.2406,86.81,17,11,10.45
406,Havelock,US,2021-07-28 17:59:20,34.8791,-76.9013,86.02,91,100,8.03
407,Zhezkazgan,KZ,2021-07-28 17:59:20,47.8043,67.7144,75.31,21,77,13.35
408,Visby,SE,2021-07-28 17:59:21,57.6409,18.296,72.05,78,40,11.5
409,Rocha,UY,2021-07-28 17:59:21,-34.4833,-54.3333,46.17,70,83,20.51
410,Hauterive,FR,2021-07-28 17:59:22,46.0901,3.4459,75.96,68,65,4.85
411,Shelburne,CA,2021-07-28 17:59:22,44.0787,-80.2041,77.76,61,38,5.44
412,Shakawe,BW,2021-07-28 17:59:22,-18.3667,21.85,58.78,32,2,4.85
413,Adrar,MR,2021-07-28 17:59:23,20.5022,-10.0711,108.1,10,71,9.04
414,Matagami,CA,2021-07-28 17:59:23,49.7502,-77.6328,68.11,49,75,8.05
415,Aripuana,BR,2021-07-28 17:59:24,-9.1667,-60.6333,97.09,24,6,4.0
416,Bolobo,CD,2021-07-28 17:59:24,-2.1667,16.2333,80.22,30,63,1.79
417,Zabol,AF,2021-07-28 17:59:24,32.25,67.25,82.89,14,7,22.5
418,Trelew,AR,2021-07-28 17:59:25,-43.249,-65.3051,54.25,31,20,12.57
419,Morgantown,US,2021-07-28 17:59:13,39.6295,-79.9559,87.31,58,5,1.01
420,Harlingen,US,2021-07-28 17:56:12,26.1906,-97.6961,93.25,46,40,4.61
421,Iguatemi,BR,2021-07-28 17:59:25,-23.6803,-54.5611,59.16,23,28,13.06
422,Porto Santo,PT,2021-07-28 17:59:26,33.072,-16.3415,76.91,73,40,13.8
423,San Pedro,PH,2021-07-28 17:59:26,14.35,121.0167,80.15,93,90,16.11
424,Varhaug,NO,2021-07-28 17:59:27,58.6147,5.6457,63.95,82,100,13.2
425,Santa Cruz De La Palma,ES,2021-07-28 17:59:27,28.6835,-17.7642,76.14,73,75,14.97
426,Inta,RU,2021-07-28 17:59:27,66.0317,60.1659,44.4,97,100,4.05
427,Hayvoron,UA,2021-07-28 17:59:28,48.3396,29.8679,78.62,60,85,3.69
428,Lahij,YE,2021-07-28 17:59:28,13.1667,44.5833,83.52,67,99,4.16
429,Dembi Dolo,ET,2021-07-28 17:59:28,8.5333,34.8,56.28,95,100,2.39
430,Jaboatao,BR,2021-07-28 17:59:29,-8.1803,-35.0014,78.19,69,40,10.36
431,Bam,IR,2021-07-28 17:59:29,29.106,58.357,90.63,9,100,11.5
432,Trairi,BR,2021-07-28 17:56:23,-3.2778,-39.2689,85.28,57,10,15.88
433,Talcahuano,CL,2021-07-28 17:59:30,-36.7167,-73.1167,62.28,34,0,11.5
434,Pallasovka,RU,2021-07-28 17:59:30,50.05,46.8833,74.91,38,37,5.7
435,Arys,KZ,2021-07-28 17:59:31,42.4252,68.795,84.42,16,0,11.68
436,Matara,LK,2021-07-28 17:59:31,5.9485,80.5353,78.76,89,48,10.78
437,Lincoln,US,2021-07-28 17:55:29,40.8,-96.667,97.12,52,80,11.03
438,Sokolo,ML,2021-07-28 17:59:32,14.7328,-6.1219,85.57,64,90,4.7
439,Dire Dawa,ET,2021-07-28 17:59:32,9.5931,41.8661,68.9,67,99,18.66
440,Sovetskiy,RU,2021-07-28 17:59:32,61.3614,63.5842,43.92,85,95,8.59
441,Dmitriyevka,RU,2021-07-28 17:59:33,54.75,55.3333,58.55,58,19,2.01
442,Shahr-E Babak,IR,2021-07-28 17:59:33,30.1165,55.1186,78.6,14,96,15.93
443,Gorele,TR,2021-07-28 17:59:34,41.0308,39.0031,78.24,79,65,11.9
444,Savinka,RU,2021-07-28 17:59:34,50.0785,47.0994,75.24,37,41,6.13
445,Pitimbu,BR,2021-07-28 17:59:34,-7.4706,-34.8086,84.79,71,12,13.0
446,Sosnovka,RU,2021-07-28 17:59:35,56.255,51.2842,56.66,66,8,3.76
447,Kilindoni,TZ,2021-07-28 17:59:35,-7.9139,39.6668,75.83,76,1,17.49
448,Vytegra,RU,2021-07-28 17:59:36,61.0064,36.4481,69.26,61,89,5.37
449,Calinesti,RO,2021-07-28 17:59:36,44.8167,25.05,70.38,78,49,14.0
450,Isabela,PH,2021-07-28 17:59:36,6.7085,121.9711,78.84,90,76,4.32
451,Praia,CV,2021-07-28 17:59:37,14.9215,-23.5087,81.14,65,75,8.05
452,Padre Paraiso,BR,2021-07-28 17:59:37,-17.0742,-41.4844,84.76,26,0,5.01
453,Dromolaxia,CY,2021-07-28 17:59:37,34.8761,33.586,90.64,46,0,12.66
454,Puebloviejo,CO,2021-07-28 17:59:38,10.9938,-74.2844,86.18,74,20,8.05
455,Kattivakkam,IN,2021-07-28 17:59:38,13.2167,80.3167,87.89,58,100,9.13
456,Sao Joao Do Piaui,BR,2021-07-28 17:59:39,-8.3581,-42.2467,97.72,22,1,5.39
457,Buraydah,SA,2021-07-28 17:59:39,26.326,43.975,106.25,12,10,10.54
458,Buchmany,UA,2021-07-28 17:59:39,51.0689,28.0421,73.35,63,3,3.15
459,Luderitz,NA,2021-07-28 17:59:40,-26.6481,15.1594,57.24,80,0,18.99
460,Misratah,LY,2021-07-28 17:59:05,32.3754,15.0925,81.86,62,0,10.42
461,West Bay,KY,2021-07-28 17:59:40,19.3667,-81.4167,89.08,74,20,4.0
462,Tougue,GN,2021-07-28 17:59:41,11.4667,-11.6,73.62,86,100,4.43
463,Wajir,KE,2021-07-28 17:59:41,1.7471,40.0573,81.21,43,88,19.37
464,Maralal,KE,2021-07-28 17:59:41,1.0968,36.698,63.05,71,89,4.12
465,Havre-Saint-Pierre,CA,2021-07-28 17:59:42,50.2334,-63.5986,61.16,77,90,10.36
466,Berlevag,NO,2021-07-28 17:59:42,70.8578,29.0864,46.35,93,90,4.61
467,Japura,ID,2021-07-28 17:59:42,-0.3167,102.35,73.83,70,87,3.15
468,Saint Anthony,US,2021-07-28 17:59:43,45.0205,-93.218,85.93,48,90,12.66
469,Bumba,CD,2021-07-28 17:59:43,2.1833,22.4667,79.2,55,97,3.56
470,Brookhaven,US,2021-07-28 17:59:44,31.5791,-90.4407,94.15,56,8,0.34
471,Taoudenni,ML,2021-07-28 17:59:44,22.6783,-3.9836,112.24,11,21,11.68
472,Bayan,CN,2021-07-28 17:59:44,46.0833,127.4,71.44,89,86,1.74
473,Gazanjyk,TM,2021-07-28 17:59:45,39.2446,55.5154,84.51,67,12,17.31
474,Klyuchi,RU,2021-07-28 17:59:45,52.2667,79.1667,59.41,49,43,7.78
475,Stulovo,RU,2021-07-28 17:59:46,58.7225,50.1439,54.81,65,59,3.62
476,Puerto Ayacucho,VE,2021-07-28 17:59:46,5.6639,-67.6236,84.34,73,64,8.97
477,Los Llanos De Aridane,ES,2021-07-28 17:59:46,28.6585,-17.9182,72.12,77,75,14.97
478,Stornoway,GB,2021-07-28 17:59:47,58.2093,-6.3865,55.92,100,75,20.71
479,Capreol,CA,2021-07-28 17:59:47,46.706,-80.9225,72.91,58,75,1.99
480,Punta Umbria,ES,2021-07-28 17:59:47,37.1821,-6.9661,88.12,32,0,12.26
481,Zaqatala,AZ,2021-07-28 17:59:48,41.6336,46.6433,66.67,94,75,2.3
482,Cravo Norte,CO,2021-07-28 17:59:48,6.3017,-70.2041,77.13,89,99,5.23
483,Awjilah,LY,2021-07-28 17:59:49,29.1081,21.2869,92.71,19,0,9.22
484,Kautokeino,NO,2021-07-28 17:59:49,69.0125,23.0412,62.76,71,92,5.46
485,Conceicao Da Barra,BR,2021-07-28 17:59:50,-18.5933,-39.7322,83.08,58,0,11.25
486,Phalauda,IN,2021-07-28 17:59:50,29.1833,77.8167,79.05,93,100,1.7
487,Lavumisa,SZ,2021-07-28 17:59:50,-27.31,31.892,59.27,53,0,3.76
488,Narragansett,US,2021-07-28 17:59:51,41.4501,-71.4495,76.57,63,90,7.0
489,Mlyniv,UA,2021-07-28 17:59:51,50.509,25.6168,75.49,70,14,5.32
490,Khandbari,NP,2021-07-28 17:59:52,27.3747,87.2039,74.48,91,96,0.54
491,Krasnouralsk,RU,2021-07-28 17:59:52,58.3638,60.0407,44.98,77,82,5.84
492,Jacobabad,PK,2021-07-28 17:56:11,28.281,68.4388,96.66,46,99,15.17
493,Conde,BR,2021-07-28 17:59:52,-7.2597,-34.9075,83.66,65,40,12.66
494,Ginda,IN,2021-07-28 17:59:53,30.6945,78.4932,67.77,92,100,2.93
495,Bonavista,CA,2021-07-28 17:59:53,48.6499,-53.1147,77.0,80,87,14.79
496,Deep River,CA,2021-07-28 17:59:54,46.1001,-77.4995,72.95,35,24,1.86
497,Cap-Aux-Meules,CA,2021-07-28 17:59:54,47.3821,-61.8597,66.25,72,40,11.5
498,Sesheke,ZM,2021-07-28 17:59:54,-17.4759,24.2968,60.03,33,1,4.52
499,Sargur,IN,2021-07-28 17:59:55,11.9833,76.4167,67.89,91,100,8.34
500,Salvador,SV,2021-07-28 17:59:55,13.8333,-88.9167,83.05,58,69,1.39
501,Corrente,BR,2021-07-28 17:59:15,-3.7367,-43.3394,84.94,56,51,2.13
502,San Andres,CO,2021-07-28 17:59:56,12.5847,-81.7006,86.02,79,75,14.97
503,Necochea,AR,2021-07-28 17:59:56,-38.5473,-58.7368,47.03,54,98,16.96
504,Gidole,ET,2021-07-28 17:59:56,5.65,37.3667,60.78,59,100,2.84
505,Merritt Island,US,2021-07-28 17:59:57,28.5392,-80.672,96.15,69,75,1.99
506,Pio Xii,BR,2021-07-28 17:59:57,-3.8325,-45.1525,84.25,62,59,3.44
507,Port Shepstone,ZA,2021-07-28 17:59:57,-30.7414,30.455,62.04,82,16,6.38
508,Ostersund,SE,2021-07-28 17:59:58,63.1792,14.6357,71.62,60,40,9.22
509,Louga,RU,2021-07-28 17:59:58,58.7372,29.8453,66.96,93,83,3.53
510,Tortoli,IT,2021-07-28 17:59:58,39.9256,9.6572,88.99,47,0,10.33
511,Elsterwerda,DE,2021-07-28 17:59:59,51.45,13.5333,74.86,64,85,9.93
512,Oswego,US,2021-07-28 17:59:59,43.4501,-76.1497,76.95,68,4,4.0
513,Druzhba,UA,2021-07-28 18:00:00,52.0428,33.9453,68.31,86,66,3.24
514,Betare Oya,CM,2021-07-28 18:00:00,5.6,14.0833,68.29,92,90,3.2
515,Thyboron,DK,2021-07-28 18:00:00,56.6985,8.2124,68.09,85,46,17.02
516,Les Cayes,HT,2021-07-28 18:00:01,18.2,-73.75,86.68,65,76,11.18
517,Turukhansk,RU,2021-07-28 18:00:03,65.8167,87.9833,53.38,90,92,4.27
518,Sabha,LY,2021-07-28 18:00:08,27.0377,14.4283,94.42,13,0,9.46
519,Mwinilunga,ZM,2021-07-28 18:00:09,-11.7358,24.4293,59.56,38,39,5.1
520,Mezen,RU,2021-07-28 18:00:10,65.8522,44.24,47.79,87,96,6.49
521,Sembe,CG,2021-07-28 18:00:11,1.6481,14.5806,78.57,62,100,1.3
522,Novooleksiyivka,UA,2021-07-28 18:00:11,46.2269,34.6428,77.4,64,10,8.37
523,Umm Lajj,SA,2021-07-28 18:00:12,25.0213,37.2685,90.16,56,24,7.58
524,San Carlos De Bariloche,AR,2021-07-28 18:00:08,-41.1456,-71.3082,51.44,41,1,1.59
525,Gorey,IE,2021-07-28 18:00:13,52.6747,-6.2925,64.11,68,35,16.71
526,Boa Vista,BR,2021-07-28 17:55:22,2.8197,-60.6733,85.98,58,75,3.44
527,Akhmim,EG,2021-07-28 18:00:15,26.5622,31.745,94.1,15,22,11.16
528,Londonderry,GB,2021-07-28 18:00:15,54.9981,-7.3093,62.33,82,75,16.11
529,Bissau,GW,2021-07-28 18:00:15,11.8636,-15.5977,80.24,80,97,14.47
530,Gornopravdinsk,RU,2021-07-28 18:00:16,60.05,69.9,46.27,89,98,4.18
531,Nantucket,US,2021-07-28 17:59:13,41.2835,-70.0995,72.97,86,25,16.98
532,Bushehr,IR,2021-07-28 18:00:17,28.9684,50.8385,102.56,36,100,6.64
533,Suluq,LY,2021-07-28 18:00:18,31.6682,20.2521,86.25,40,0,15.1
534,Black River,JM,2021-07-28 18:00:18,18.0264,-77.8487,87.98,63,82,7.96
535,Stephenville,US,2021-07-28 18:00:19,32.2207,-98.2023,92.25,51,1,3.44
536,Saldanha,ZA,2021-07-28 18:00:19,-33.0117,17.9442,53.64,66,11,8.01
537,Rochelle,FR,2021-07-28 18:00:19,46.25,-1.0,71.62,64,20,13.8
538,Abu Zabad,SD,2021-07-28 18:00:20,12.35,29.25,81.01,65,75,10.25
539,Menongue,AO,2021-07-28 18:00:21,-14.6585,17.691,59.92,24,27,5.03
540,Charagua,BO,2021-07-28 18:00:22,-19.8,-63.2167,60.62,23,84,11.54
541,Buncrana,IE,2021-07-28 18:00:22,55.1333,-7.45,62.37,84,98,15.08
542,Gamba,GA,2021-07-28 17:54:06,-2.65,10.0,73.22,85,48,7.07
